Sr No.,Utterance,Speaker,Emotion,Trigger,Dialogue_ID,Utterance_ID,Episode_No
371,I'm back.,Chandler,neutral,0.0,43,5,7.0
372,"So, are we gonna get together or what?",Jade,neutral,0.0,43,6,7.0
373,"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?",Chandler,neutral,0.0,43,7,7.0
374,"Great, I'll see you then.",Jade,neutral,0.0,43,8,7.0
375,Ok.  Ok. Having a phone has finally paid off.,Chandler,joy,0.0,43,9,7.0
376,"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""Hey, you're not Bob.""",Ross,neutral,0.0,43,10,7.0
377,"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.",Chandler,neutral,0.0,43,11,7.0
378,Oh my god. You are pure evil.,Ross,disgust,1.0,43,12,7.0
379,"Ok, pure evil , horny and alone . I've done this",Chandler,anger,0.0,43,13,7.0
380,This is my wedding.,Ross,neutral,0.0,44,0,8.0
381,"All right, y'know what? We really are late! Let's go! Let's go! Let's go!!",Monica,anger,0.0,44,1,8.0
382,Fine. You'll-you'll watch it on video when we get back.,Ross,neutral,0.0,44,2,8.0
383,Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.,Chandler,joy,0.0,44,3,8.0
384,Thank you.,Phoebe,neutral,0.0,44,4,8.0
385,Thank you.,Phoebe,neutral,0.0,44,5,8.0
386,"All right, let's go! Bye, Pheebs!",Ross,joy,1.0,44,6,8.0
387,This is my wedding.,Ross,neutral,0.0,45,0,8.0
388,"All right, y'know what? We really are late! Let's go! Let's go! Let's go!!",Monica,anger,0.0,45,1,8.0
389,Fine. You'll-you'll watch it on video when we get back.,Ross,neutral,0.0,45,2,8.0
390,Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.,Chandler,joy,0.0,45,3,8.0
391,Thank you.,Phoebe,neutral,0.0,45,4,8.0
392,Thank you.,Phoebe,neutral,0.0,45,5,8.0
393,"All right, let's go! Bye, Pheebs!",Ross,joy,0.0,45,6,8.0
394,"Bye, Pheebs!",Joey,joy,0.0,45,7,8.0
395,London baby!!,Joey,joy,1.0,45,8,8.0
396,"Oh, do you need a hug? You don't have to bring me anything!",Phoebe,joy,0.0,45,9,8.0
397,Hey!,Chandler,neutral,0.0,46,0,9.0
398,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,Joey,joy,1.0,46,1,9.0
399,"That's great, but shouldn't you be on the toilet right now?",Chandler,disgust,0.0,46,2,9.0
400,Hey!,Chandler,neutral,0.0,47,0,9.0
401,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,Joey,joy,0.0,47,1,9.0
402,"That's great, but shouldn't you be on the toilet right now?",Chandler,disgust,1.0,47,2,9.0
403,What?!,Joey,surprise,0.0,47,3,9.0
404,Hey!,Chandler,neutral,0.0,48,0,9.0
405,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,Joey,joy,0.0,48,1,9.0
406,"That's great, but shouldn't you be on the toilet right now?",Chandler,disgust,0.0,48,2,9.0
407,What?!,Joey,surprise,0.0,48,3,9.0
408,What's wrong with you?,Chandler,disgust,1.0,48,4,9.0
409,Nothing!,Joey,neutral,0.0,48,5,9.0
410,Hey!,Chandler,neutral,0.0,49,0,9.0
411,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,Joey,joy,0.0,49,1,9.0
412,"That's great, but shouldn't you be on the toilet right now?",Chandler,disgust,0.0,49,2,9.0
413,What?!,Joey,surprise,0.0,49,3,9.0
414,What's wrong with you?,Chandler,disgust,0.0,49,4,9.0
415,Nothing!,Joey,neutral,0.0,49,5,9.0
416,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since.",Joey,fear,1.0,49,6,9.0
417,Hey!,Chandler,neutral,0.0,50,0,9.0
418,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,Joey,joy,0.0,50,1,9.0
419,"That's great, but shouldn't you be on the toilet right now?",Chandler,disgust,0.0,50,2,9.0
420,What?!,Joey,surprise,0.0,50,3,9.0
421,What's wrong with you?,Chandler,disgust,0.0,50,4,9.0
422,Nothing!,Joey,neutral,1.0,50,5,9.0
423,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since.",Joey,fear,1.0,50,6,9.0
424,"But um, I don't think it's anything serious.",Joey,neutral,1.0,50,7,9.0
425,Hey!,Chandler,neutral,0.0,51,0,9.0
426,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,Joey,joy,0.0,51,1,9.0
427,"That's great, but shouldn't you be on the toilet right now?",Chandler,disgust,0.0,51,2,9.0
428,What?!,Joey,surprise,0.0,51,3,9.0
429,What's wrong with you?,Chandler,disgust,0.0,51,4,9.0
430,Nothing!,Joey,neutral,0.0,51,5,9.0
431,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since.",Joey,fear,1.0,51,6,9.0
432,"But um, I don't think it's anything serious.",Joey,neutral,0.0,51,7,9.0
433,This sounds like a hernia. You have toyou-you go to the doctor!,Chandler,surprise,0.0,51,8,9.0
434,Hey!,Chandler,neutral,0.0,52,0,9.0
435,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,Joey,joy,0.0,52,1,9.0
436,"That's great, but shouldn't you be on the toilet right now?",Chandler,disgust,0.0,52,2,9.0
437,What?!,Joey,surprise,0.0,52,3,9.0
438,What's wrong with you?,Chandler,disgust,0.0,52,4,9.0
439,Nothing!,Joey,neutral,0.0,52,5,9.0
440,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since.",Joey,fear,0.0,52,6,9.0
441,"But um, I don't think it's anything serious.",Joey,neutral,0.0,52,7,9.0
442,This sounds like a hernia. You have toyou-you go to the doctor!,Chandler,surprise,1.0,52,8,9.0
443,"No way! Kay look, if I have to go to the doctor for anything it's gonna be for this thing sticking out of my stomach!",Joey,fear,0.0,52,9,9.0
444,Hey!,Chandler,neutral,0.0,53,0,9.0
445,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,Joey,joy,0.0,53,1,9.0
446,"That's great, but shouldn't you be on the toilet right now?",Chandler,disgust,0.0,53,2,9.0
447,What?!,Joey,surprise,0.0,53,3,9.0
448,What's wrong with you?,Chandler,disgust,0.0,53,4,9.0
449,Nothing!,Joey,neutral,0.0,53,5,9.0
450,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since.",Joey,fear,0.0,53,6,9.0
451,"But um, I don't think it's anything serious.",Joey,neutral,0.0,53,7,9.0
452,This sounds like a hernia. You have toyou-you go to the doctor!,Chandler,surprise,0.0,53,8,9.0
453,"No way! Kay look, if I have to go to the doctor for anything it's gonna be for this thing sticking out of my stomach!",Joey,fear,1.0,53,9,9.0
454,That's a hernia.,Chandler,disgust,0.0,53,10,9.0
455,Hey!,Chandler,neutral,0.0,54,0,9.0
456,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,Joey,joy,0.0,54,1,9.0
457,"That's great, but shouldn't you be on the toilet right now?",Chandler,disgust,0.0,54,2,9.0
458,What?!,Joey,surprise,0.0,54,3,9.0
459,What's wrong with you?,Chandler,disgust,0.0,54,4,9.0
460,Nothing!,Joey,neutral,0.0,54,5,9.0
461,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since.",Joey,fear,1.0,54,6,9.0
462,"But um, I don't think it's anything serious.",Joey,neutral,0.0,54,7,9.0
463,This sounds like a hernia. You have toyou-you go to the doctor!,Chandler,surprise,1.0,54,8,9.0
464,"No way! Kay look, if I have to go to the doctor for anything it's gonna be for this thing sticking out of my stomach!",Joey,fear,0.0,54,9,9.0
465,That's a hernia.,Chandler,disgust,1.0,54,10,9.0
466,Why did I have to start working out again?  Damn you 15s!,Joey,anger,1.0,54,11,9.0
467,I love your place! Where is this guy from?,Mona,joy,0.0,55,0,10.0
468,Uh that's an eighteenth century Indian artifact from Calcutta.,Ross,neutral,1.0,55,1,10.0
469,"Oh wow! So, you're more than just dinosaurs.",Mona,surprise,0.0,55,2,10.0
470,"Well, well to sum up, we're having fun, you look young.",Ross,neutral,0.0,56,0,11.0
471,Okay,Mona,neutral,0.0,56,1,11.0
472,But that's not enough. So Sohere's a key to my apartment.,Ross,neutral,1.0,56,2,11.0
473,Really?!,Mona,surprise,0.0,56,3,11.0
474,"Well, well to sum up, we're having fun, you look young.",Ross,neutral,0.0,57,0,11.0
475,Okay,Mona,neutral,0.0,57,1,11.0
476,But that's not enough. So Sohere's a key to my apartment.,Ross,neutral,1.0,57,2,11.0
477,Really?!,Mona,surprise,0.0,57,3,11.0
478,Really.,Ross,neutral,1.0,57,4,11.0
479,You don't think this is too fast.,Mona,neutral,0.0,57,5,11.0
480,Get Out!,Ross,anger,0.0,58,0,12.0
481,"Ross, can I talk to you for a minute?",Charlie,neutral,1.0,58,1,12.0
482,"Yes, please!  So, what's going on?",Ross,neutral,0.0,58,2,12.0
483,Get Out!,Ross,anger,0.0,59,0,12.0
484,"Ross, can I talk to you for a minute?",Charlie,neutral,0.0,59,1,12.0
485,"Yes, please!  So, what's going on?",Ross,neutral,0.0,59,2,12.0
486,"Uh, well... Joey and I broke up.",Charlie,sadness,1.0,59,3,12.0
487,Get Out!,Ross,anger,0.0,60,0,12.0
488,"Ross, can I talk to you for a minute?",Charlie,neutral,0.0,60,1,12.0
489,"Yes, please!  So, what's going on?",Ross,neutral,0.0,60,2,12.0
490,"Uh, well... Joey and I broke up.",Charlie,sadness,1.0,60,3,12.0
491,"Oh my God, wh-what happened?",Ross,surprise,0.0,60,4,12.0
492,Get Out!,Ross,anger,0.0,61,0,12.0
493,"Ross, can I talk to you for a minute?",Charlie,neutral,0.0,61,1,12.0
494,"Yes, please!  So, what's going on?",Ross,neutral,0.0,61,2,12.0
495,"Uh, well... Joey and I broke up.",Charlie,sadness,0.0,61,3,12.0
496,"Oh my God, wh-what happened?",Ross,surprise,0.0,61,4,12.0
497,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!",Charlie,sadness,1.0,61,5,12.0
498,I knew that was him!,Ross,anger,0.0,61,6,12.0
499,Get Out!,Ross,anger,0.0,62,0,12.0
500,"Ross, can I talk to you for a minute?",Charlie,neutral,0.0,62,1,12.0
501,"Yes, please!  So, what's going on?",Ross,neutral,0.0,62,2,12.0
502,"Uh, well... Joey and I broke up.",Charlie,sadness,1.0,62,3,12.0
503,"Oh my God, wh-what happened?",Ross,surprise,0.0,62,4,12.0
504,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!",Charlie,sadness,1.0,62,5,12.0
505,I knew that was him!,Ross,anger,0.0,62,6,12.0
506,"Anyway I just, uh, I think it's for the best.",Charlie,sadness,1.0,62,7,12.0
507,"Hey, you ok?",Ross,neutral,0.0,62,8,12.0
508,Get Out!,Ross,anger,0.0,63,0,12.0
509,"Ross, can I talk to you for a minute?",Charlie,neutral,0.0,63,1,12.0
510,"Yes, please!  So, what's going on?",Ross,neutral,0.0,63,2,12.0
511,"Uh, well... Joey and I broke up.",Charlie,sadness,0.0,63,3,12.0
512,"Oh my God, wh-what happened?",Ross,surprise,0.0,63,4,12.0
513,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!",Charlie,sadness,0.0,63,5,12.0
514,I knew that was him!,Ross,anger,0.0,63,6,12.0
515,"Anyway I just, uh, I think it's for the best.",Charlie,sadness,0.0,63,7,12.0
516,"Hey, you ok?",Ross,neutral,0.0,63,8,12.0
517,I guess.,Charlie,sadness,0.0,63,9,12.0
518,There was hum...  there was another reason that I thought it was time to end it with Joey.,Charlie,neutral,1.0,63,10,12.0
519,Get Out!,Ross,anger,0.0,64,0,12.0
520,"Ross, can I talk to you for a minute?",Charlie,neutral,0.0,64,1,12.0
521,"Yes, please!  So, what's going on?",Ross,neutral,0.0,64,2,12.0
522,"Uh, well... Joey and I broke up.",Charlie,sadness,0.0,64,3,12.0
523,"Oh my God, wh-what happened?",Ross,surprise,0.0,64,4,12.0
524,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!",Charlie,sadness,0.0,64,5,12.0
525,I knew that was him!,Ross,anger,0.0,64,6,12.0
526,"Anyway I just, uh, I think it's for the best.",Charlie,sadness,0.0,64,7,12.0
527,"Hey, you ok?",Ross,neutral,0.0,64,8,12.0
528,I guess.,Charlie,sadness,0.0,64,9,12.0
529,There was hum...  there was another reason that I thought it was time to end it with Joey.,Charlie,neutral,0.0,64,10,12.0
530,I started to realize that I was having feelings for someone  else.,Charlie,neutral,0.0,64,11,12.0
531,"Ok Geller. Last day of the conference, you know what happens to the keynote speaker.",Paleontologist,neutral,0.0,64,12,12.0
532,"Oh, professor Clerk we're kind of in the middle of a conversation, here.",Ross,neutral,1.0,64,13,12.0
533,"Yeah, can you guys just throw him in the pool later?",Charlie,neutral,1.0,64,14,12.0
534,Or we could throw you both in,Professore Clerk,joy,1.0,64,15,12.0
535,"Ok, gentlemen!",Ross,anger,0.0,64,16,12.0
536,Get Out!,Ross,anger,0.0,65,0,12.0
537,"Ross, can I talk to you for a minute?",Charlie,neutral,0.0,65,1,12.0
538,"Yes, please!  So, what's going on?",Ross,neutral,0.0,65,2,12.0
539,"Uh, well... Joey and I broke up.",Charlie,sadness,0.0,65,3,12.0
540,"Oh my God, wh-what happened?",Ross,surprise,0.0,65,4,12.0
541,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!",Charlie,sadness,0.0,65,5,12.0
542,I knew that was him!,Ross,anger,0.0,65,6,12.0
543,"Anyway I just, uh, I think it's for the best.",Charlie,sadness,0.0,65,7,12.0
544,"Hey, you ok?",Ross,neutral,0.0,65,8,12.0
545,I guess.,Charlie,sadness,0.0,65,9,12.0
546,There was hum...  there was another reason that I thought it was time to end it with Joey.,Charlie,neutral,0.0,65,10,12.0
547,I started to realize that I was having feelings for someone  else.,Charlie,neutral,0.0,65,11,12.0
548,"Ok Geller. Last day of the conference, you know what happens to the keynote speaker.",Paleontologist,neutral,0.0,65,12,12.0
549,"Oh, professor Clerk we're kind of in the middle of a conversation, here.",Ross,neutral,0.0,65,13,12.0
550,"Yeah, can you guys just throw him in the pool later?",Charlie,neutral,0.0,65,14,12.0
551,Or we could throw you both in,Professore Clerk,joy,0.0,65,15,12.0
552,"Ok, gentlemen!",Ross,anger,0.0,65,16,12.0
553,Please!,Ross,anger,0.0,65,17,12.0
554,Aren't we a little old for this?,Ross,anger,0.0,65,18,12.0
555,"I mean, we're scientists, right?",Ross,neutral,1.0,65,19,12.0
556,Get Out!,Ross,anger,0.0,66,0,12.0
557,"Ross, can I talk to you for a minute?",Charlie,neutral,0.0,66,1,12.0
558,"Yes, please!  So, what's going on?",Ross,neutral,0.0,66,2,12.0
559,"Uh, well... Joey and I broke up.",Charlie,sadness,0.0,66,3,12.0
560,"Oh my God, wh-what happened?",Ross,surprise,0.0,66,4,12.0
561,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!",Charlie,sadness,0.0,66,5,12.0
562,I knew that was him!,Ross,anger,0.0,66,6,12.0
563,"Anyway I just, uh, I think it's for the best.",Charlie,sadness,0.0,66,7,12.0
564,"Hey, you ok?",Ross,neutral,0.0,66,8,12.0
565,I guess.,Charlie,sadness,0.0,66,9,12.0
566,There was hum...  there was another reason that I thought it was time to end it with Joey.,Charlie,neutral,0.0,66,10,12.0
567,I started to realize that I was having feelings for someone  else.,Charlie,neutral,0.0,66,11,12.0
568,"Ok Geller. Last day of the conference, you know what happens to the keynote speaker.",Paleontologist,neutral,1.0,66,12,12.0
569,"Oh, professor Clerk we're kind of in the middle of a conversation, here.",Ross,neutral,1.0,66,13,12.0
570,"Yeah, can you guys just throw him in the pool later?",Charlie,neutral,0.0,66,14,12.0
571,Or we could throw you both in,Professore Clerk,joy,0.0,66,15,12.0
572,"Ok, gentlemen!",Ross,anger,0.0,66,16,12.0
573,Please!,Ross,anger,0.0,66,17,12.0
574,Aren't we a little old for this?,Ross,anger,0.0,66,18,12.0
575,"I mean, we're scientists, right?",Ross,neutral,0.0,66,19,12.0
576,We're academics.,Ross,anger,0.0,66,20,12.0
577,Get Out!,Ross,anger,0.0,67,0,12.0
578,"Ross, can I talk to you for a minute?",Charlie,neutral,0.0,67,1,12.0
579,"Yes, please!  So, what's going on?",Ross,neutral,0.0,67,2,12.0
580,"Uh, well... Joey and I broke up.",Charlie,sadness,0.0,67,3,12.0
581,"Oh my God, wh-what happened?",Ross,surprise,0.0,67,4,12.0
582,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!",Charlie,sadness,0.0,67,5,12.0
583,I knew that was him!,Ross,anger,0.0,67,6,12.0
584,"Anyway I just, uh, I think it's for the best.",Charlie,sadness,0.0,67,7,12.0
585,"Hey, you ok?",Ross,neutral,0.0,67,8,12.0
586,I guess.,Charlie,sadness,0.0,67,9,12.0
587,There was hum...  there was another reason that I thought it was time to end it with Joey.,Charlie,neutral,0.0,67,10,12.0
588,I started to realize that I was having feelings for someone  else.,Charlie,neutral,0.0,67,11,12.0
589,"Ok Geller. Last day of the conference, you know what happens to the keynote speaker.",Paleontologist,neutral,0.0,67,12,12.0
590,"Oh, professor Clerk we're kind of in the middle of a conversation, here.",Ross,neutral,0.0,67,13,12.0
591,"Yeah, can you guys just throw him in the pool later?",Charlie,neutral,0.0,67,14,12.0
592,Or we could throw you both in,Professore Clerk,joy,0.0,67,15,12.0
593,"Ok, gentlemen!",Ross,anger,0.0,67,16,12.0
594,Please!,Ross,anger,0.0,67,17,12.0
595,Aren't we a little old for this?,Ross,anger,0.0,67,18,12.0
596,"I mean, we're scientists, right?",Ross,neutral,0.0,67,19,12.0
597,We're academics.,Ross,anger,0.0,67,20,12.0
598,And most importantly I... you-you will have to catch us first.,Ross,joy,1.0,67,21,12.0
599,"Go, go, go!",Ross,joy,0.0,68,0,13.0
600,"Oh yeah, now everybody wants to be under this hat!",Rachel,joy,0.0,68,1,13.0
601,Oy!!,Phoebe,disgust,0.0,68,2,13.0
602,What's with all this sand?,Monica,surprise,1.0,68,3,13.0
603,"Oh, yeah, Bob said there might be flood damage.",Phoebe,neutral,0.0,68,4,13.0
604,"Go, go, go!",Ross,joy,0.0,69,0,13.0
605,"Oh yeah, now everybody wants to be under this hat!",Rachel,joy,0.0,69,1,13.0
606,Oy!!,Phoebe,disgust,0.0,69,2,13.0
607,What's with all this sand?,Monica,surprise,1.0,69,3,13.0
608,"Oh, yeah, Bob said there might be flood damage.",Phoebe,neutral,1.0,69,4,13.0
609,"Yeah, either that, or he has a really big cat.",Ross,neutral,0.0,69,5,13.0
610,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?",Ross,neutral,0.0,70,0,14.0
611,"Uhh, the ball thing.",Joey,neutral,1.0,70,1,14.0
612,Yeah?,Ross,neutral,1.0,70,2,14.0
613,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!",Joey,joy,0.0,70,3,14.0
614,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?",Ross,neutral,0.0,71,0,14.0
615,"Uhh, the ball thing.",Joey,neutral,0.0,71,1,14.0
616,Yeah?,Ross,neutral,0.0,71,2,14.0
617,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!",Joey,joy,0.0,71,3,14.0
618,"Uhh,",Ross,neutral,0.0,71,4,14.0
619,Okay!,Joey,joy,0.0,71,5,14.0
620,Uh-oh.,Joey,fear,0.0,71,6,14.0
621,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?",Ross,neutral,0.0,72,0,14.0
622,"Uhh, the ball thing.",Joey,neutral,0.0,72,1,14.0
623,Yeah?,Ross,neutral,0.0,72,2,14.0
624,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!",Joey,joy,0.0,72,3,14.0
625,"Uhh,",Ross,neutral,0.0,72,4,14.0
626,Okay!,Joey,joy,0.0,72,5,14.0
627,Uh-oh.,Joey,fear,0.0,72,6,14.0
628,What?,Ross,neutral,0.0,72,7,14.0
629,I have to pee. And Rachel's in the bathroom!,Joey,sadness,1.0,72,8,14.0
630,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?",Ross,neutral,0.0,73,0,14.0
