Sr No.,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID
332,vah gaon ki bholi ladki hai bhabhi vah kya kisi se free mein pani puri mangi thodi si madad mangne mein tu itni hich kicha rahi thi raat ko,rosesh,neutral,10,11
333,raat ko?,monisha,surprise,10,12
334,han kal raat ko mere kamre mein aayi thi,rosesh,joy,10,13
335,"indu tum rosesh ko mai chai banati hun. are tum yahan kyon so rahe ho rosesh, rosesh sweety",maya,surprise,11,0
336,sony dijiye na momma raat bhar nahin hua,rosesh,sadness,11,1
337,kyun ,maya,surprise,11,2
338,kismi ne sone hi nahin diya,rosesh,neutral,11,3
339,kya kar rahe the tum dono raat bhar? kahan hai kismi?,maya,anger,11,4
340,vah mere bedroom mein hai bichari,rosesh,neutral,11,5
341,vah bichari nahin hai tum idiot ho. come on wake up. kismi! kis,maya,anger,11,6
342,good morning masi,kismi,joy,11,7
343,i demand an explanation kismi tum rosesh ke kamre mein kya kar rahi thi?,maya,anger,11,8
344,main vahan so rahi thi masi thik thak nind a gai. rosesh ki madad se,kismi,joy,11,9
345,rosesh,maya,neutral,11,10
346,mama isko train ki awaaz unke sone ki aadat hai na,rosesh,neutral,11,11
347,haan toh,maya,neutral,11,12
348,"koi yad hai use hindi natak mein, ay musafir tera order de veg ya non veg. jis natak mein mein train ka second class dibba vah banaa tha",rosesh,neutral,11,13
349,han yad hai badi cute lag rahe the tum first class dibba hote to aur bhi achha hota but so?,maya,neutral,11,14
350,usmein mera dialogue tha na dhadak dhadak dhadak dhadak dhadak ooooooo f,rosesh,neutral,11,15
351,train ki awaaz sunte hi aankhen jhokha khane lagi thi masi,kismi,joy,11,16
352,maya,madhu,neutral,11,17
353,kaka kaka mujhe yahan chodne ke liye bahut bahut thank you. yah log bahut acche hain,kismi,joy,11,18
354,don't be silly,rosesh,joy,11,19
355,rosesh,rosesh,anger,11,20
356,hahaha. pure 10 minut tak main vah dialogue bolata raha tab jake sooyi,rosesh,joy,12,0
357,aila,monisha,joy,12,1
358,aur woh jara bhi ooo aaa karti thi to main turant shuru ho jata tha. dha dha,rosesh,joy,12,2
359,shukr hai aapko aapki yah wale dialogue to yad the,monisha,neutral,12,3
360,mujhe to interval ke bad wale dialogue bhi yad the,rosesh,neutral,12,4
361,hello everybody dekho mujhe kaun mila,maya,anger,12,5
362,kismi!,rosesh,surprise,12,6
363,kismi! kahan chali gai thi tum pata hai sab kitna pareshan the,monisha,anger,12,7
364,woh main,kismi,sadness,12,8
365,batao batao kahan chali gai thi tum,maya,anger,12,9
366,hua main thoda sa shopping karni chali gai thi novelty store mein 40 taka discount chal raha thana vahan,kismi,sadness,12,10
367,isiliye bagair kuch kahen bagair kuch soche samjhe madam shopping karne nikal padi,maya,anger,12,11
368,akele akele,monisha,sadness,12,12
369,very bad kismi. agar tumhen kuchh ho jata to main toh sara dosh tum per hi dalta ki tumne hi laparvahi bharti hai,rosesh,anger,12,13
370,i mean shopping ke bagair nahin rah sakti ki tum,maya,anger,12,14
371,"masi per actually main apne liye nahin aap sab ke liye shopping karne gayi thi. haan yah dekhiae aapke liye talcum powder, phir body spray sahil bhai ke liye fir ya rumal masa ke liye aur yah monisha ke liye",kismi,joy,12,15
372,purse mere liye!,monisha,joy,12,16
373,han han ismein peppermint aur chocolate bhi hai,kismi,joy,12,17
374,thank you!,monisha,joy,12,18
375,aur yah pan rosesh ke liye hamesha aise hi train wale dialogue likhate rehna han rosesh,kismi,joy,12,19
376,thanks! tumne apne liye kuchh nahin liya,rosesh,neutral,12,20
377,hi dad!,sahil,neutral,13,0
378,oh hi sahil! drink logay,indravardhan,neutral,13,1
379,aaj aap fir pi rahe ho?,sahil,anger,13,2
380,roz thodi pita hun,indravardhan,neutral,13,3
381,kal bhi aapane pi thi,sahil,anger,13,4
382,do peg piti sirf,indravardhan,anger,13,5
383,parso aapane vodka pi thi,sahil,neutral,13,6
384,ghar par party thi na,indravardhan,neutral,13,7
385,tarson apne dinner baby pi thi,sahil,neutral,13,8
386,are 3 glass white wine pithi it went with the dinner,indravardhan,neutral,13,9
387,uske agale din aapane ramona ke wedding reception per bhi pi thi. uske pahle aapane club ke party mein bhi pi thi. uske pahle natwar chacha ki shok sabha mein nahin pi thi,sahil,contempt,13,10
388,dekha kaha tha na ki main roj thodi pita hun,indravardhan,neutral,13,11
389,aap roj thodi nahin thodi jyada pite hain. dad it's not good for health. why don't you try to understand,sahil,anger,13,12
390,"oh hello hello male maya please! mushkil se maya se chhutti mili hai vah to sham hote hi shuru ho jaati hai, what is this indra vardhan fir drink karne ke baith gaye isase achcha chalo na walk per chalte hain",indravardhan,contempt,13,13
391,toh?,sahil,neutral,13,14
392,achcha tu hi bata agar tujhe drinking aur biwi ke sath walk main jaane mein choice mile to to tu kya choose karega? bol bol,indravardhan,neutral,13,15
393,toh.,sahil,neutral,13,16
394,haan?,indravardhan,neutral,13,17
395,meri baat chhodiye na,sahil,neutral,13,18
396,kyon?,indravardhan,anger,13,19
397,main young hun dad mein drinks hazam kar sakta hun.,sahil,neutral,13,20
398,haan toh mein bhi fit hun rosewalk karta hun,indravardhan,neutral,13,21
399,achcha?,sahil,neutral,13,22
400,ghar mein,indravardhan,neutral,13,23
401,achcha ghar mein?,sahil,surprise,13,24
402,han. char bar ise lene uthta hun soda laane khud chahta hun fridge tak aur vahan se wapas lekar aata hun,indravardhan,neutral,13,25
403,dad aap argument karna chahte ho to fine. have it your way after all it's your life,sahil,neutral,13,26
404,cheers!,indravardhan,neutral,13,27
405,by the way mom kahan hai?,sahil,neutral,13,28
406,are han woh hamari wedding anniversary ki party ki taiyari karne gai hui hai us club,indravardhan,neutral,13,29
407,aur rosesh?,sahil,neutral,13,30
408,woh apni momma ki har baat pe yes momma ye momma karte sath gaya hua hai,indravardhan,contempt,13,31
409,bye. han aapke khane ka kya ?,sahil,neutral,13,32
410,are han.? sahil tumhare ghar kya khana banaa hai?,indravardhan,neutral,13,33
411,subah ki daal hai. aur. daal hai bus,sahil,neutral,13,34
412,main yahi khaunga,indravardhan,neutral,13,35
413,monisha ghasitaram se chole bhature lekar a rahi,sahil,joy,13,36
414,dinner at 9:30 at your house fixed.,indravardhan,joy,13,37
415,haha i thought as well. baki aap ki or se wedding anniversary ki sari planning?,sahil,neutral,13,38
416,sari planning ho gai hai chill,indravardhan,neutral,13,39
417,great toh monisha chhole bhature lekar a rahi hai,sahil,neutral,13,40
418,ok ok vah this is called life. jab main khud apni company hun toh mujhe jarurat kiski. kaju badam pune ka chivda ice soda and whiskey. hahaha arre yah to kavita ho gai i must jot it down,indravardhan,joy,13,41
419,puri hui teri jindagi puri hui hai teri jindagi chalna padega aaj dharti se le jaane tere pran aaye hai swayam yamraj. aaye hain swayam yamraj,yamraj,neutral,13,42
420,yamraj,indravardhan,fear,13,43
421,tujhe lene aaya hun indravardhan.,yamraj,neutral,13,44
422,daddy ji dekhiae main aapke liye kya lai hun ghasitaram ke chhole bhature,monisha,joy,13,45
423,han magar woh chale gaye,indravardhan,fear,13,46
424,kaun? kaun chala gaya,monisha,neutral,13,47
425,now darling. tum shayad koi sapna dekha hoga,maya,neutral,14,0
426,nahin maya. monisha khushbudar khana lekar enter hui aur.,indravardhan,fear,14,1
427,there what did i tell you? tumne sapna hi dekha hai. monisha ka khushboodar khana lekar aana sach mein possible hai?,maya,neutral,14,2
428,maya woh khana monisha ne khud nahin banaya tha.,indravardhan,neutral,14,3
429,fir shayad vah sapna nahin sach ho sakta hai,maya,neutral,14,4
430,ho sakta nahin maya yah sacchi hai. yamraj aaye the.,indravardhan,fear,14,5
431,that totally ridiculous indravardhan,maya,contempt,14,6
432,are maya main kah raha hun mera yakin karo,indravardhan,anger,14,7
433,antim ghadi yamraj ka aana mythologically middle class indravardhan apparently yamraj tabhi aate hain jab middle-class log marte hain,maya,contempt,14,8
434,yahan bhi middle class maya. achcha to ab upper class marta hai to tab kya hota hai?,indravardhan,neutral,14,9
435,vah log 1 sophisticated tunnel se gujar kar safed white light ki taraf chale jaate hain exactly 7 second mein,maya,neutral,14,10
436,achcha! aur middle class?,indravardhan,neutral,14,11
437,unhen aadha poona ghanta do teen din lagte honge shayad.,maya,neutral,14,12
438,kyon?,indravardhan,surprise,14,13
439,tunnel mein vah log dukane dhundhte honge bargaining karne ke liye marne ke bad. fir apni hi barsi ki kheer khane ruk jane ho honge hue. how should i know but the point is yamraj wali baat is comp,maya,contempt,14,14
440,nai nai maya mera yakin karo yamraj aaye the,indravardhan,fear,14,15
441,hath mein gadha lekar mote se bhainse pe baithkar,maya,contempt,14,16
442,han han hath mein gadha tu ki per bhainsa nahin tha. chal kar aaye the,indravardhan,neutral,14,17
443,kyon?,maya,surprise,14,18
444,han kyunki hamari building ke bahar board hai na outside vehicles not allowed.,indravardhan,neutral,14,19
445,very funny indu,maya,contempt,14,20
446,"nahi maya, i am very serious agar vahan bahar park karna building dharm hai to yamraj to dharmraj hai. unhone is aagya ka palan avashya kiya hoga",indravardhan,neutral,14,21
447,avashya? achcha chalo main man leti hun pati shri ke yamraj yahan sachin padhare the to fir woh..,maya,neutral,14,22
448,ek minute ek minuteunhone kavita bhi sunaeye thi,indravardhan,neutral,14,23
449,to fir to woh rosesh hoga kisi natak ke costume mein,maya,joy,14,24
450,maya rosesh toh tumhare sath tha bhul gai tum.,indravardhan,fear,14,25
451,han you are right.,maya,fear,14,26
452,maiya mujhe dar lag raha hai kahin main marne wala to nahin hun,indravardhan,fear,14,27
453,don't be silly don't be so silly sweety aisa kuchh bhi nahin hoga yah vaham tum apne mann se nikal lo dekho agar yamraj yahan se aaye the to vah tumhen liye bagair kyon chale gaye hmm yah jarur tumhara koi sapna hoga darling.,maya,neutral,14,28
454,wow bhabhi! yah chhole bhature to trin tron trown hai,rosesh,joy,15,0
455,ye trin tron trown kya hai?,sahil,joy,15,1
456,hathi ki bhasha mein swadisht ka matlab hota hai trin tron trooown,rosesh,joy,15,2
457,are vah! tum hathi ki bhasha kyu seekh rahe ho?,sahil,contempt,15,3
458,agale natak mein main hathi ka role play kar raha hun na,rosesh,neutral,15,4
459,bacchon ka natak hai?,monisha,joy,15,5
460,nahin bhabhi bahut serious natak hai murder mystery ismein ek khooni jisne 19 khoon kiye hai. vah jail se bhag jata hai motorcycle per.,rosesh,neutral,15,6
461,toh yeh ehmm hathi kahan per aata hai?,sahil,neutral,15,7
462,sahil bi raste mein jab uski motor cycle kharab ho jaati hai to vah hathi per baith ke bhag jata. common sense ,rosesh,contempt,15,8
463,1 minut let me guess. aur vo hansi tum ho,sahil,neutral,15,9
464,kya rosesh bhaiya. itna sa role bus,monisha,neutral,15,10
465,bhabhi role ki ki lambai mein mat jaaiye ki gehrai dekhiae mera dialogue bhi hai ismein jab mein khooni ko jungle ke use paar chhod deta hun na to woh mujhe thank you kehta hai aur kele chalata hai tab main use kahta hun tra tri troo,rosesh,joy,15,11
466,matlab thank you haina?,monisha,joy,15,12
467,nahin thanks a lot friend,rosesh,joy,15,13
468,han thanks matlab sirf traa ,sahil,contempt,15,14
469,correct,rosesh,joy,15,15
470,aur ek battura laao,monisha,joy,15,16
471,nahin nahin,rosesh,neutral,15,17
472,1 minute 1 minute come on rosesh ab yah hai na monisha batura ke hath nahin de dena taki rosesh aese karke haar jayega aur khushi mein na apne kan fadfadaye ga,sahil,joy,15,18
473,so funny,rosesh,joy,15,19
474,haha,monisha,joy,15,20
475,hi boys hi monisha ,maya,sadness,15,21
476,mom kya baat hai aap pareshan kyon dikh rahi ho,sahil,fear,15,22
477,1 minute monisha please mujhe batao tum aaj chole bhature lekar mere ghar aayi thi,maya,neutral,15,23
478,mummy ji main maanti hun maine darvaja nahin khatkhaya tha aur aur tel wale hathon se darvaja khola bi tha aur ghar ke bahar jate waqt darwaza dur se pata kavi tha lekin,monisha,fear,15,24
479,main tumhen yah sab nahin poochh rahe main sirf itna pooch rahi hun tum mere ghar choole bhature lekar aayi thi. tumne jaate waqt darvaja patka i mean that is seriously unsophisticated monisha lekin iska matlab tum mere ghar aayi thi?,maya,anger,15,25
480,han,monisha,fear,15,26
481,jab tum wahan aayi thi tab tumne wahan kisi aur ko dekha tha?,maya,neutral,15,27
482,aaaa nahin vahan sirf dadi ji the aur thodi se dhare hue the aur vah kah rahe the woh chala gaya woh chala gaya magar meri kuchh samajh mein nahin aaya,monisha,neutral,15,28
483,monisha woh yamraj the aur mujhe lene aaye the,indravardhan,fear,15,29
484,what?,rosesh,surprise,15,30
485,han. maiya mujhe lagta hai meri aakhiri ghadi a gai hai,indravardhan,sadness,15,31
486,oh come on stop it indravardhan,maya,anger,15,32
487,maya vo to automatically stop ho jayegi kyunki main marne wala hun,indravardhan,sadness,15,33
488,daddy ji aisa mat kariye na mare aap ke dushman mera matlab hai ghar ke bahar wale dushman,monisha,sadness,15,34
489,yah kya kar rahe ho tum indravardhan?,maya,neutral,16,0
490,maiya main check kar raha hun ki main jinda hun ya nahin,indravardhan,sadness,16,1
491,tum absolutely zinda. tumne abhi abhi apni pant washing machine mein dhone dali hai,maya,contempt,16,2
492,you mean.,indravardhan,neutral,16,3
493,with wallet and belt welcome to planet indravardhan. chalo chalo dudh pi lo,maya,neutral,16,4
494,maiya yah to batao nashte mein kya hai?,indravardhan,sadness,16,5
495,sprouted moong and wheat grass juice,maya,neutral,16,6
496,insanon ke nashte mein kya hai?,indravardhan,contempt,16,7
497,hello mr insan cal raat yamraj ko dekhkar kitna dar gaye the na apni sehat ka jara khyal rakhna shuru karo,maya,neutral,16,8
498,arre ek baat to batao agar yamraj ji mujhe lene aaye to tum tum unhen roki gina?,indravardhan,sadness,16,9
499,of course rokungi,maya,neutral,16,10
500,agar unhone mana kar diya to?,indravardhan,sadness,16,11
501,to main unhen samjhaun gi yamraj ji abhi mere indravardhan ki umar hi kya hui hai. aur vaise bhi aapke pass ek narad muni toh hai hi na. aap kisi aur ko kyon nahin le jaate. isi floor mein kitne saare aur log hain. chaliye main aapko ek hint deti hun. uska naam m se shuru hota hai aur kachra main door se shuru hota hai aur tv shuru se shuru hota hai bataiye kaun?,maya,neutral,16,12
502,vah samajh jaenge lekin maya suno na tu sati savitri ki tarah unke piche mere pran wapas lene aaogi na?,indravardhan,neutral,16,13
503,indu ek do bar mein mangu gi but i can't see desperate you know that so middle class but i will try i promise,maya,contempt,16,14
504,chalo indravardhan,rosesh,anger,16,15
505,nahi yamraj a gaya mujhe lene a gaya maya yamraj.,indravardhan,fear,16,16
506,dad it's me rosesh,rosesh,neutral,16,17
507,nalayak besharam apne darre hue baap ko darate hue sharm hi aati tujhe ,indravardhan,anger,16,18
508,dad main yah dikhane aaya tha ki yamraj aise hi dikhte the kya?,rosesh,neutral,16,19
509,get up to same hai per thoda sa for faraq tha vah handsome the ki. unki powerful personality thi. bolte normal the,indravardhan,neutral,16,20
510,very funny hahaha,rosesh,contempt,16,21
511,i think you look wonderful kitna gora gora cute cute jab kale kale bhains pay baitho gaina tu bada dramatic contrast lagega. lekin tumne yah sab pahna kyon?,maya,joy,16,22
512,momma mai ye samjhane ki koshish kar raha hun ki kisine dad ko isi tarah ke costume pahan kar darane ki koshish nahin ki hogi?,rosesh,neutral,16,23
513,oh my god,indravardhan,fear,16,24
514,kya hua indravardhan?,maya,neutral,16,25
515,maiya mera dudh aur gaas poos wala nashta taiyar karo main bahut karke aata hun aur sham ko mere sath complete blood checkup ke liye jarur aana han?,indravardhan,fear,16,26
516,ok,maya,neutral,16,27
517,aaaa,indravardhan,surprise,16,28
518,hahaha,rosesh,joy,16,29
519,rascals rascals bade ve hamari society,sahil,anger,17,0
520,chi chi chi sahil apni sagi maa ke bare mein aisa nahin kahate,monisha,neutral,17,1
521,just shut up ok meri gadi ki headlights thodi hai,sahil,anger,17,2
522,woh..,monisha,neutral,17,3
523,tum chala rahi thi gadi,sahil,anger,17,4
524,nahin nahin nahin main nahin chalai tumhari gadi sach kah rahi ho. yah sab chhodo sahil yah batao yamraj agar sachmuch yahan a gaye to vah dadi ji ke atma ko kahan le jaenge?,monisha,neutral,17,5
525,of course swarg mei,sahil,neutral,17,6
526,oh. matlab marne ke bad mummy ji ko dadi ji se alag rahana padega?,monisha,fear,17,7
527,very funny main nahane ja raha hun maire liye nashta laga.,sahil,neutral,17,8
528,sahil sahil sahil,monisha,fear,17,9
529,kya?,sahil,neutral,17,10
530,gas khatm ho gaya hai,monisha,neutral,17,11
531,manisha hamare ghar mein spare cylinder hota ha,sahil,neutral,17,12
532,han lekin maine hua 3rd floor wali mrs advani ko de diya 200 rupaye extra lekar,monisha,fear,17,13
533,kya?,sahil,surprise,17,14
534,unhen jarurat thi na toh,monisha,fear,17,15
535,toh kya padosiyon ki madad karna hamara farz hai monisha.,sahil,anger,17,16
536,tumhari gadi ke headlights mrs. advani nahin tode hain,monisha,neutral,17,17
537,what are you saying damn it.,sahil,anger,17,18
538,sahil tum chinta mat karo main mrs. advani se paise le liye hain,monisha,joy,17,19
539,manisha 5000 ke headlight hai woh,sahil,anger,17,20
540,maine 7500 mein deal final ki sahil,monisha,joy,17,21
541,meri bargain queen,sahil,joy,17,22
542,ab tum jao ja ke naha ke aao,monisha,joy,17,23
543,tab tak main tumhare liye garma garam vada pav mangati hoon,monisha,joy,17,24
544,monisha beti,yamraj,neutral,17,25
545,ji,monisha,neutral,17,26
546,indravardhan kahan hai?,yamraj,neutral,17,27
547,aaaa. mama. sahil. sahil,monisha,fear,17,28
548,monisha bhabhi yah dekhiae babu sweet shop ke rasgulla,rosesh,joy,17,29
549,rasgulle oo bye bye,yamraj,fear,17,30
550,oh my god oh my god yah to,rosesh,fear,17,31
551,haan,monisha,fear,17,32
552,kya hua? manisha tum chillai kyon?,sahil,fear,17,33
553,sahil bhai yahan yamraj aaye the,rosesh,fear,17,34
554,what?,sahil,surprise,17,35
555,han han aur vah rosesh bhaiya ko dekhte hi bhag gaye,monisha,fear,17,36
